Time [s],Heating [W],Observed T [K]
13232,3.4688,1.9591
13236,3.4688,1.9585
13240,3.4688,1.9585
13244,3.4687,1.9591
13248,3.4687,1.9585
13252,3.4688,1.9585
13256,3.4687,1.9588
13260,3.4689,1.9585
13264,3.4688,1.9588
13268,3.4688,1.9585
13272,3.4687,1.9585
13276,3.4687,1.9591
13280,3.4687,1.9591
13284,3.4686,1.9591
13288,3.4686,1.9591
13292,3.4687,1.9585
13296,3.4687,1.9585
13300,3.4686,1.9591
13304,3.4686,1.9585
13308,3.4686,1.9585
13312,3.4687,1.9585
13316,3.4686,1.9591
13320,3.4686,1.9591
13324,3.4686,1.9591
13328,3.4687,1.9591
13332,3.4685,1.9591
13336,3.4686,1.9591
13340,3.4688,1.9591
13344,3.4688,1.9591
13348,3.4687,1.9591
13352,3.4687,1.9591
13356,3.4686,1.9591
13360,3.4686,1.9591
13364,3.4686,1.9591
13368,3.4686,1.9597
13372,3.4687,1.9591
13376,3.4687,1.9597
13380,3.4688,1.9591
13384,3.469,1.9597
13388,3.4689,1.9597
13392,3.4689,1.9591
13396,3.4691,1.96
13400,3.469,1.9597
13404,3.4689,1.9597
13408,3.4689,1.9597
13412,3.469,1.9597
13416,3.4689,1.9604
13420,3.4689,1.9597
13424,3.4689,1.9597
13428,3.4689,1.9597
13432,3.4689,1.9604
13436,3.4689,1.9597
13440,3.4689,1.9597
13444,3.4692,1.9597
13448,3.4691,1.9597
13452,3.4691,1.9604
13456,3.4692,1.9604
13460,3.4692,1.9597
13464,3.469,1.9604
13468,3.4691,1.9597
13472,3.4691,1.9604
13476,3.4691,1.9604
13480,3.4692,1.9604
13484,3.4692,1.9604
13488,3.4691,1.9597
13492,3.4692,1.9604
13496,3.4691,1.9604
13500,3.4691,1.9604
13504,3.4691,1.9604
13508,3.4692,1.9604
13512,3.4692,1.9604
13516,3.4691,1.9604
13520,3.469,1.9604
13524,3.469,1.9604
13528,3.4691,1.9604
13532,3.4691,1.9604
13536,3.469,1.9597
13540,3.469,1.9604
13544,3.4689,1.9604
13548,3.4688,1.9604
13552,3.4688,1.9604
13556,3.469,1.9604
13560,3.4689,1.9604
13564,3.4687,1.9604
13568,3.4687,1.9604
13572,3.4687,1.9604
13576,3.4688,1.9604
13580,3.4687,1.9604
13584,3.4687,1.9604
13588,3.4688,1.9604
13592,3.4689,1.9604
13596,3.4688,1.9604
13600,3.4689,1.9604
13604,3.469,1.9604
13608,3.4688,1.961
13612,3.4688,1.9604
13616,3.4689,1.9604
13620,3.4687,1.9604
13624,3.4687,1.9604
13628,3.4688,1.9604
13632,3.4687,1.9604
13636,3.4686,1.9604
13640,3.4686,1.9604
13644,3.4685,1.961
13648,3.4684,1.9607
13652,3.4685,1.9604
13656,3.4685,1.9607
13660,3.4686,1.9604
13664,3.4687,1.9604
13668,3.4686,1.961
13672,3.4687,1.9604
13676,3.4688,1.961
13680,3.4687,1.9604
13684,3.4687,1.9616
13688,3.4686,1.961
13692,3.4686,1.9604
13696,3.4686,1.961
13700,3.4685,1.961
13704,3.4685,1.9616
13708,3.4685,1.961
13712,3.4687,1.9616
13716,3.4687,1.961
13720,3.4688,1.961
13724,3.4688,1.961
13728,3.4687,1.9616
13732,3.4687,1.9604
13736,3.4688,1.961
13740,3.4688,1.961
13744,3.4689,1.961
13748,3.4689,1.961
13752,3.4688,1.961
13756,3.4687,1.961
13760,3.4687,1.9616
13764,3.4688,1.961
13768,3.4688,1.9616
13772,3.4687,1.9616
13776,3.4688,1.961
13780,3.4689,1.9616
13784,3.4688,1.9616
13788,3.4687,1.9616
13792,3.4686,1.9616
13796,3.4688,1.961
13800,3.4689,1.961
13804,3.4689,1.9616
13808,3.4689,1.9616
13812,3.4688,1.9616
13816,3.4689,1.9616
13820,3.4689,1.961
13824,3.4689,1.9623
13828,3.4686,1.9616
13832,3.4688,1.9623
13836,3.4688,1.9616
13840,3.4687,1.9623
13844,3.4687,1.9623
13848,3.4688,1.9623
13852,3.4689,1.9623
13856,3.469,1.9623
13860,3.469,1.9623
13864,3.469,1.9623
13868,3.469,1.9623
13872,3.4689,1.9623
13876,3.4691,1.9623
13880,3.4691,1.9623
13884,3.469,1.9616
13888,3.4689,1.9623
13892,3.469,1.9629
13896,3.469,1.9626
13900,3.4692,1.9623
13904,3.4691,1.9623
13908,3.4691,1.9623
13912,3.4691,1.9623
13916,3.4692,1.9623
13920,3.4691,1.9623
13924,3.4689,1.9623
13928,3.4691,1.9623
13932,3.4691,1.9623
13936,3.469,1.9623
13940,3.4689,1.9623
13944,3.4688,1.9623
13948,3.4688,1.9623
13952,3.4687,1.9623
13956,3.4687,1.9616
13960,3.4687,1.9623
13964,3.4688,1.9623
13968,3.4686,1.9623
13972,3.4686,1.9623
13976,3.4688,1.9623
13980,3.4689,1.9616
13984,3.4688,1.9623
13988,3.4688,1.9623
13992,3.4687,1.9623
13996,3.4686,1.9623
14000,3.4687,1.9616
14004,3.4687,1.9623
14008,3.4688,1.9623
14012,3.4689,1.9623
14016,3.4688,1.9623
14020,3.4686,1.9623
14024,3.4686,1.9629
14028,3.4688,1.9623
14032,3.4689,1.9623
14036,3.4689,1.9629
14040,3.4688,1.9623
14044,3.4689,1.9623
14048,3.4688,1.9623
14052,3.4688,1.9623
14056,3.4687,1.9629
14060,3.4688,1.9629
14064,3.4686,1.9623
14068,3.4687,1.9623
