GW-Nummer;Messstelle;Datum;W [m ¸. NN]
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;07.01.2019 12:00;93.02
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;14.01.2019 12:00;93.01
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;21.01.2019 12:00;93.11
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;28.01.2019 12:00;93.13
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;04.02.2019 12:00;93.17
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;11.02.2019 12:00;93.16
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;18.02.2019 12:00;93.18
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;25.02.2019 12:00;93.19
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;04.03.2019 12:00;93.18
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;11.03.2019 12:00;93.2
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;18.03.2019 12:00;93.23
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;25.03.2019 12:00;93.25
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;01.04.2019 12:00;93.25
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;08.04.2019 12:00;93.24
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;15.04.2019 12:00;93.25
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;22.04.2019 12:00;93.26
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;29.04.2019 12:00;93.27
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;06.05.2019 12:00;93.24
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;13.05.2019 12:00;93.23
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;20.05.2019 12:00;93.25
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;27.05.2019 12:00;93.26
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;03.06.2019 12:00;93.29
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;10.06.2019 12:00;93.3
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;17.06.2019 12:00;93.27
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;24.06.2019 12:00;93.3
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;01.07.2019 12:00;93.3
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;15.07.2019 12:00;93.25
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;22.07.2019 12:00;93.31
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;29.07.2019 12:00;93.26
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;05.08.2019 12:00;93.24
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;12.08.2019 12:00;93.19
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;19.08.2019 12:00;93.18
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;26.08.2019 12:00;93.2
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;02.09.2019 12:00;93.17
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;09.09.2019 12:00;93.16
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;16.09.2019 12:00;93.15
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;23.09.2019 12:00;93.15
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;30.09.2019 12:00;93.17
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;07.10.2019 12:00;93.17
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;14.10.2019 12:00;93.19
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;21.10.2019 12:00;93.18
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;28.10.2019 12:00;93.19
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;04.11.2019 12:00;93.22
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;11.11.2019 12:00;93.2
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;18.11.2019 12:00;93.21
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;25.11.2019 12:00;93.22
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;02.12.2019 12:00;93.14
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;09.12.2019 12:00;93.26
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;16.12.2019 12:00;93.27
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;23.12.2019 12:00;93.26
0110/306-5;BBR 3112 Insultheimerhof, Hockenheim;30.12.2019 12:00;93.31
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;07.01.2019 12:00;99.48
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;14.01.2019 12:00;99.59
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;21.01.2019 12:00;99.43
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;28.01.2019 12:00;99.42
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;04.02.2019 12:00;99.39
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;11.02.2019 12:00;99.42
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;18.02.2019 12:00;99.38
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;25.02.2019 12:00;99.35
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;04.03.2019 12:00;99.35
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;11.03.2019 12:00;99.41
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;18.03.2019 12:00;99.5
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;25.03.2019 12:00;99.41
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;01.04.2019 12:00;99.37
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;08.04.2019 12:00;99.36
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;15.04.2019 12:00;99.33
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;22.04.2019 12:00;99.29
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;29.04.2019 12:00;99.31
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;06.05.2019 12:00;99.3
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;13.05.2019 12:00;99.39
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;20.05.2019 12:00;99.32
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;27.05.2019 12:00;99.4
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;03.06.2019 12:00;99.26
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;10.06.2019 12:00;99.21
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;17.06.2019 12:00;99.39
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;24.06.2019 12:00;99.21
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;01.07.2019 12:00;99
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;08.07.2019 12:00;98.92
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;15.07.2019 12:00;99.15
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;22.07.2019 12:00;98.95
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;29.07.2019 12:00;99.06
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;05.08.2019 12:00;98.92
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;12.08.2019 12:00;99.09
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;19.08.2019 12:00;98.99
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;26.08.2019 12:00;98.9
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;02.09.2019 12:00;98.83
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;09.09.2019 12:00;98.99
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;16.09.2019 12:00;98.94
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;23.09.2019 12:00;98.96
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;30.09.2019 12:00;99.1
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;07.10.2019 12:00;99.33
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;14.10.2019 12:00;99.32
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;21.10.2019 12:00;99.43
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;28.10.2019 12:00;99.35
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;04.11.2019 12:00;99.44
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;11.11.2019 12:00;99.49
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;18.11.2019 12:00;99.41
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;25.11.2019 12:00;99.37
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;02.12.2019 12:00;99.4
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;09.12.2019 12:00;99.38
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;16.12.2019 12:00;99.52
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;23.12.2019 12:00;99.46
0214/258-0;GWM B6, Dettenheim-Ruﬂheim;30.12.2019 12:00;99.45
0223/258-1;GWM F B13a/b, Graben-Neudorf;07.01.2019 12:00;103.16
0223/258-1;GWM F B13a/b, Graben-Neudorf;14.01.2019 12:00;103.16
0223/258-1;GWM F B13a/b, Graben-Neudorf;21.01.2019 12:00;103.17
0223/258-1;GWM F B13a/b, Graben-Neudorf;28.01.2019 12:00;103.18
0223/258-1;GWM F B13a/b, Graben-Neudorf;04.02.2019 12:00;103.19
0223/258-1;GWM F B13a/b, Graben-Neudorf;11.02.2019 12:00;103.21
0223/258-1;GWM F B13a/b, Graben-Neudorf;18.02.2019 12:00;103.22
0223/258-1;GWM F B13a/b, Graben-Neudorf;25.02.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;04.03.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;11.03.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;18.03.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;25.03.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;01.04.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;08.04.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;15.04.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;22.04.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;29.04.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;06.05.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;13.05.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;20.05.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;27.05.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;03.06.2019 12:00;103.25
0223/258-1;GWM F B13a/b, Graben-Neudorf;10.06.2019 12:00;103.24
0223/258-1;GWM F B13a/b, Graben-Neudorf;17.06.2019 12:00;103.23
0223/258-1;GWM F B13a/b, Graben-Neudorf;24.06.2019 12:00;103.22
0223/258-1;GWM F B13a/b, Graben-Neudorf;01.07.2019 12:00;103.19
0223/258-1;GWM F B13a/b, Graben-Neudorf;08.07.2019 12:00;103.17
0223/258-1;GWM F B13a/b, Graben-Neudorf;15.07.2019 12:00;103.16
0223/258-1;GWM F B13a/b, Graben-Neudorf;22.07.2019 12:00;103.15
0223/258-1;GWM F B13a/b, Graben-Neudorf;29.07.2019 12:00;103.14
0223/258-1;GWM F B13a/b, Graben-Neudorf;05.08.2019 12:00;103.13
0223/258-1;GWM F B13a/b, Graben-Neudorf;12.08.2019 12:00;103.13
0223/258-1;GWM F B13a/b, Graben-Neudorf;19.08.2019 12:00;103.12
0223/258-1;GWM F B13a/b, Graben-Neudorf;26.08.2019 12:00;103.11
0223/258-1;GWM F B13a/b, Graben-Neudorf;02.09.2019 12:00;103.1
0223/258-1;GWM F B13a/b, Graben-Neudorf;09.09.2019 12:00;103.09
0223/258-1;GWM F B13a/b, Graben-Neudorf;16.09.2019 12:00;103.08
0223/258-1;GWM F B13a/b, Graben-Neudorf;23.09.2019 12:00;103.07
0223/258-1;GWM F B13a/b, Graben-Neudorf;30.09.2019 12:00;103.06
0223/258-1;GWM F B13a/b, Graben-Neudorf;07.10.2019 12:00;103.06
0223/258-1;GWM F B13a/b, Graben-Neudorf;14.10.2019 12:00;103.07
0223/258-1;GWM F B13a/b, Graben-Neudorf;21.10.2019 12:00;103.08
0223/258-1;GWM F B13a/b, Graben-Neudorf;28.10.2019 12:00;103.09
0223/258-1;GWM F B13a/b, Graben-Neudorf;04.11.2019 12:00;103.09
0223/258-1;GWM F B13a/b, Graben-Neudorf;11.11.2019 12:00;103.09
0223/258-1;GWM F B13a/b, Graben-Neudorf;18.11.2019 12:00;103.09
0223/258-1;GWM F B13a/b, Graben-Neudorf;25.11.2019 12:00;103.1
0223/258-1;GWM F B13a/b, Graben-Neudorf;02.12.2019 12:00;103.1
0223/258-1;GWM F B13a/b, Graben-Neudorf;09.12.2019 12:00;103.11
0223/258-1;GWM F B13a/b, Graben-Neudorf;16.12.2019 12:00;103.11
0223/258-1;GWM F B13a/b, Graben-Neudorf;23.12.2019 12:00;103.12
0223/258-1;GWM F B13a/b, Graben-Neudorf;30.12.2019 12:00;103.12
0136/257-2;GWM F B42, Philippsburg;07.01.2019 12:00;98.67
0136/257-2;GWM F B42, Philippsburg;14.01.2019 12:00;98.69
0136/257-2;GWM F B42, Philippsburg;21.01.2019 12:00;98.71
0136/257-2;GWM F B42, Philippsburg;28.01.2019 12:00;98.73
0136/257-2;GWM F B42, Philippsburg;04.02.2019 12:00;98.74
0136/257-2;GWM F B42, Philippsburg;11.02.2019 12:00;98.74
0136/257-2;GWM F B42, Philippsburg;18.02.2019 12:00;98.75
0136/257-2;GWM F B42, Philippsburg;25.02.2019 12:00;98.75
0136/257-2;GWM F B42, Philippsburg;04.03.2019 12:00;98.75
0136/257-2;GWM F B42, Philippsburg;11.03.2019 12:00;98.74
0136/257-2;GWM F B42, Philippsburg;18.03.2019 12:00;98.76
0136/257-2;GWM F B42, Philippsburg;25.03.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;01.04.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;08.04.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;15.04.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;22.04.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;29.04.2019 12:00;98.76
0136/257-2;GWM F B42, Philippsburg;06.05.2019 12:00;98.76
0136/257-2;GWM F B42, Philippsburg;13.05.2019 12:00;98.76
0136/257-2;GWM F B42, Philippsburg;20.05.2019 12:00;98.76
0136/257-2;GWM F B42, Philippsburg;27.05.2019 12:00;98.78
0136/257-2;GWM F B42, Philippsburg;03.06.2019 12:00;98.77
0136/257-2;GWM F B42, Philippsburg;10.06.2019 12:00;98.75
0136/257-2;GWM F B42, Philippsburg;17.06.2019 12:00;98.74
0136/257-2;GWM F B42, Philippsburg;24.06.2019 12:00;98.73
0136/257-2;GWM F B42, Philippsburg;01.07.2019 12:00;98.7
0136/257-2;GWM F B42, Philippsburg;08.07.2019 12:00;98.67
